,price,rooms,area,floor,floors_total,adress,subway_station,distance to subway
0,9000000,1,72.0,5,6,"1-я Утиная улица, 28",Озерки,12000
1,22080000,2,94.0,6,8,"4-я Советская улица, 9",Площадь Восстания,800
2,18960000,3,181.0,10,10,"Афанасьевская улица, 1",Озерки,5000
3,10495000,3,86.0,10,11,"Кременчугская улица, 17к3",Площадь Восстания,1000
4,5650000,1,37.0,14,17,"Богатырский проспект, 36к1",Комендантский проспект,1800
5,7650000,3,75.0,1,5,"Перевозный переулок, 9",Новочеркасская,500
6,5750000,1,43.0,17,20,"Парашютная улица, 38к4",Комендантский проспект,3000
7,18970000,4,256.0,10,10,"Афанасьевская улица, 1",Удельная,8000
8,22750000,5,420.0,10,10,"Афанасьевская улица, 1",Озерки,2600
9,7730000,3,84.0,1,4,"Пулковское тер., Неоклассика ЖК",Купчино,
10,9022000,2,65.0,13,19,"Общественный переулок, 5",Елизаровская,1000
11,17000000,3,86.0,7,11,"Пионерская улица, 50",Чкаловская,1500
12,18600000,2,77.0,7,10,"Кирочная улица, 57",Площадь Восстания,2600
13,28000000,4,167.0,5,6,"Кронверкская улица, 29/37",Петроградская,700
14,48700000,4,200.0,8,9,"Серпуховская улица, 34",Технологический институт,700
15,3090000,1,29.0,20,21,"аллея Арцеуловская, 23к1",Комендантский проспект,10000
16,6282000,1,43.0,14,19,"Общественный переулок, 5",Елизаровская,1000
17,28979000,3,128.0,4,10,"Кирочная улица, 57",Чернышевская,2300
18,10558000,3,89.0,2,19,"Общественный переулок, 5",Елизаровская,1000
19,4743000,1,56.0,3,14,"Приморское шоссе, 352",Беговая,25000
20,55000000,4,222.0,5,5,"Караванная улица, 11/64",Гостиный двор,900
21,11357840,3,87.0,6,11,"24-я Васильевского острова линия, 29",Василеостровская,2000
22,11120000,3,92.0,7,11,"Кременчугская улица, 21к3",Площадь Александра Невского,1500
23,11226000,3,94.0,2,10,"Уральская улица, 6",Василеостровская,1500
24,11521000,3,97.0,3,10,"Кременчугская улица, 13к2",Площадь Восстания,1200
25,8300000,1,51.0,2,14,"Смоленская улица, 14",Фрунзенская,600
26,9205000,2,79.0,3,10,"Уральская улица, 6",Василеостровская,1500
27,2564000,1,26.0,17,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
28,3600000,1,37.0,3,10,"Октябрьская набережная, 124К5",Ломоносовская,10000
29,11750000,3,120.0,3,5,"Шпалерная улица, 8",Чернышевская,1500
30,11783000,3,99.0,3,10,"Уральская улица, 6",Василеостровская,1500
31,12285000,4,108.0,3,10,"Кременчугская улица, 17к3",Площадь Восстания,1500
32,40400000,3,186.0,4,12,"Ждановская улица, 45",Крестовский остров,1700
33,10395000,3,80.0,5,8,"аллея Поликарпова, 10К3",Пионерская,700
34,11073000,3,97.0,10,17,"Заставская улица, 46к3",Московские ворота,500
35,13143000,4,112.0,6,11,"Кременчугская улица, 17к3",Площадь Восстания,1500
36,15986000,3,92.0,6,23,"Комендантский проспект, 58к1",Комендантский проспект,10000
37,9500000,2,67.0,10,25,"улица Брянцева, 7к1",Гражданский проспект,1300
38,7450000,4,87.0,1,9,"улица Брянцева, 2К1",Гражданский проспект,1600
39,105000000,5,239.0,5,5,"Большая Конюшенная улица, 13",Невский проспект,1000
40,2720000,1,28.0,4,23,"улица Русановская, 19к2",Ломоносовская,15000
41,7450000,4,87.0,1,9,"улица Брянцева, 2К1",Гражданский проспект,1600
42,16062760,3,117.0,9,12,"Уральская улица, 6",Василеостровская,10000
43,32000000,3,150.0,8,15,"Ждановская улица, 45",Крестовский остров,1700
44,15609686,3,118.0,16,24,"Московский проспект, 183-185",Московская,500
45,4950000,1,34.0,22,26,"проспект Луначарского, 78к5А",Гражданский проспект,15000
46,5200000,2,53.0,19,27,"Заречная улица, 33",Парнас,600
47,5500000,1,35.0,23,25,"дорога Кушелевская, 5к4",Лесная,2000
48,10600000,1,35.0,3,5,"улица Радищева, 34",Чернышевская,500
49,11008143,2,76.0,6,11,"Уральская улица, 4к2",Василеостровская,1300
50,12196859,3,112.0,2,18,"Московский проспект, 115",Московские ворота,500
51,12690000,4,108.0,7,10,"Кременчугская улица, 19к2",Лиговский проспект,1400
52,14316362,2,99.0,10,11,"Уральская улица, 4к2",Василеостровская,1300
53,15474270,2,86.0,5,9,"Исполкомская улица, 17",Площадь Александра Невского,1000
54,15599000,2,79.0,7,10,"Кирочная улица, 70",Площадь Александра Невского,2700
55,17572000,2,67.0,4,9,"Петровский проспект, 24к3",Крестовский остров,1600
56,18330000,3,105.0,6,10,"Кирочная улица, 70",Площадь Александра Невского,2700
57,28025120,3,142.0,4,7,"Смольный проспект, 3",Чернышевская,5000
58,3339220,1,21.0,6,14,"Большой Сампсониевский проспект, 68Ж",Выборгская,2000
59,3318820,1,39.0,1,15,"Пулковское шоссе, 30",Московская,8000
60,3299000,1,27.0,3,12,"проспект Маршала Блюхера, 7к3",Лесная,2000
61,3298110,1,39.0,1,15,"Пулковское шоссе, 30",Московская,8000
62,3289440,1,27.0,1,4,"Захаржевская улица, 14",Московская,25000
63,3294900,1,37.0,14,19,"Комендантский проспект, 59к1",Комендантский проспект,10000
64,40554000,3,141.0,9,11,"улица Грота, 1-3В",Петроградская,1500
65,68238500,2,124.0,6,9,"набережная Воскресенская, 30",Чернышевская,1500
66,3879230,1,32.0,4,12,"Индустриальный проспект, 27",Ладожская,7000
67,4961740,2,60.0,14,24,"Заречная улица, 17к2",Парнас,2000
68,5054700,1,41.0,22,24,"бульвар Балтийский, 4",Ленинский проспект,10000
69,5317236,1,54.0,16,16,"улица Маршала Тухачевского, 23",Площадь Ленина,15000
70,5316440,1,51.0,2,16,"улица Маршала Тухачевского, 23",Площадь Ленина,15000
71,5365550,1,45.0,22,24,"бульвар Балтийский, 4",Ленинский проспект,10000
72,6999218,1,49.0,2,11,"Уральская улица, 6",Василеостровская,1300
73,7002861,2,81.0,5,16,"улица Маршала Тухачевского, 23",Площадь Ленина,15000
74,7004800,1,40.0,11,13,"Приморский проспект, 62к1",Старая Деревня,5000
75,7241369,1,52.0,2,11,"Уральская улица, 6",Василеостровская,1300
76,7202360,2,58.0,1,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
77,7347600,2,57.0,12,23,"Октябрьская набережная, 44к2",Улица Дыбенко,25000
78,7783776,1,44.0,3,13,"Дальневосточный проспект, 12к2",Проспект Большевиков,2000
79,8200000,1,53.0,2,8,"Ярославский проспект, 27",Удельная,1000
80,8345006,2,61.0,7,19,"Общественный переулок, 5",Елизаровская,1000
81,8323500,3,90.0,2,24,"бульвар Балтийский, 4",Ленинский проспект,10000
82,9120000,3,96.0,1,16,"Складская улица, 5",Проспект Большевиков,3000
83,9205933,2,79.0,3,11,"Уральская улица, 6",Василеостровская,1300
84,6300570,2,64.0,1,5,"улица Камероновская, 10с2",Московская,25000
85,31200000,3,166.0,9,9,"Исполкомская улица, 17",Площадь Александра Невского,500
86,10282000,2,86.0,6,12,"Уральская улица, 6",Василеостровская,10000
87,9950700,2,82.0,2,11,"Уральская улица, 6",Василеостровская,1300
88,9970400,3,97.0,21,24,"бульвар Балтийский, 4",Ленинский проспект,10000
89,10063900,2,91.0,21,25,"Светлановский проспект, 121к1",Гражданский проспект,2000
90,10089786,2,74.0,4,19,"Общественный переулок, 5",Елизаровская,1000
91,10411354,2,68.0,7,11,"Уральская улица, 6",Василеостровская,1300
92,10500000,3,86.0,9,16,"Дунайский проспект, 34/16",Купчино,1100
93,10569640,3,99.0,7,25,"проспект Просвещения, 43",Проспект Просвещения,2000
94,10658226,3,89.0,2,19,"Общественный переулок, 5",Елизаровская,1000
95,10836700,2,79.0,6,14,"улица Жукова, 1",Площадь Ленина,10000
96,11235759,3,96.0,7,11,"Кременчугская улица, 21к3",Площадь Восстания,500
97,11519348,3,97.0,18,18,"Заставская улица, 46к3",Московские ворота,500
98,11452725,1,42.0,1,6,"Петровский проспект, 2",Чкаловская,1700
99,11584650,3,88.0,7,11,"24-я Васильевского острова линия, 29",Василеостровская,2000
100,11650000,2,80.0,1,8,"Ярославский проспект, 27",Удельная,1000
101,11700000,1,74.0,2,5,"Нижне-Каменская улица, 7к1",Комендантский проспект,23000
102,12136116,3,90.0,3,9,"Кременчугская улица, 9К1",Площадь Восстания,500
103,12180426,3,106.0,6,18,"Заставская улица, 46к3",Московские ворота,500
104,12447933,3,105.0,2,11,"Уральская улица, 6",Василеостровская,1300
105,12450710,3,94.0,3,10,"24-я Васильевского острова линия, 25В",Василеостровская,5000
106,12849209,4,114.0,2,11,"Кременчугская улица, 17к2",Площадь Восстания,500
107,12751083,4,112.0,3,11,"Кременчугская улица, 17к2",Площадь Восстания,500
108,12980000,2,78.0,7,11,"Ждановская улица, 43к2",Чкаловская,1800
109,13544976,3,123.0,4,19,"Киевская улица, 4",Фрунзенская,500
110,13554727,3,101.0,6,11,"Уральская улица, 6",Василеостровская,1300
111,14020656,3,94.0,4,19,"Общественный переулок, 5",Елизаровская,1000
112,27407570,4,148.0,6,9,"Крапивный переулок, 4",Выборгская,200
113,10800000,3,102.0,23,24,"Парашютная улица, 52",Комендантский проспект,9000
114,14229000,4,112.0,22,24,"бульвар Балтийский, 4",Ленинский проспект,10000
115,14272500,2,87.0,3,8,"улица Мира, 36",Горьковская,1000
116,16100000,3,102.0,2,8,"Ярославский проспект, 27",Удельная,1000
117,16280000,3,117.0,5,17,"Ушаковская набережная, 3к2",Чёрная речка,1200
118,16846500,3,102.0,3,8,"улица Мира, 36",Горьковская,1000
119,17289000,3,102.0,4,8,"улица Мира, 36",Горьковская,1500
120,17800000,3,118.0,2,8,"Ярославский проспект, 27",Удельная,1000
121,18583200,3,107.0,12,13,"Приморский проспект, 62к1",Старая Деревня,5000
122,19037156,2,67.0,7,9,"Петровский проспект, 24к3",Чкаловская,5000
123,21937344,2,75.0,6,9,"переулок Басков, 2",Чернышевская,1000
124,22064000,4,138.0,5,8,"улица Мира, 36",Горьковская,1000
125,22376250,3,128.0,9,10,"Петровский проспект, 5",Чкаловская,1500
126,24595000,3,141.0,7,10,"Аптекарский проспект, 18",Петроградская,1500
127,28177652,4,167.0,10,11,"набережная Реки Смоленки, 3к1",Василеостровская,1300
128,30030000,4,155.0,7,9,"улица Рентгена, 19",Петроградская,5000
129,34970685,4,157.0,9,10,"Пискаревский проспект, 1",Площадь Ленина,10000
130,39516000,2,107.0,7,7,"Вязовая улица, 8",Крестовский остров,1500
131,40942720,4,166.0,4,9,"переулок Басков, 2",Чернышевская,1000
132,42982800,3,103.0,7,7,"Морской проспект, 29",Крестовский остров,500
133,43400000,2,109.0,5,7,"Вязовая улица, 8",Крестовский остров,1500
134,46802700,3,120.0,5,7,"Морской проспект, 29",Крестовский остров,500
135,57882663,4,171.0,5,8,"Смольная набережная, 12",Чернышевская,1200
136,66000000,3,153.0,3,9,"набережная Реки Фонтанки, 76к2",Владимирская,500
137,66485972,4,177.0,5,8,"Орловская улица, 1к3",Чернышевская,1200
138,120287430,4,270.0,8,8,"Орловская улица, 1к3",Чернышевская,10000
139,5250000,1,39.0,6,26,"проспект Луначарского, 78к5А",Гражданский проспект,15000
140,6491710,2,49.0,4,5,"улица Катерников, 6к1",Проспект Ветеранов,15000
141,46802700,3,120.0,5,7,"Морской проспект, 29",Крестовский остров,500
142,57882663,4,171.0,5,8,"Смольная набережная, 12",Чернышевская,1200
143,61120840,4,171.0,8,9,"переулок Басков, 2",Чернышевская,1500
144,66000000,3,153.0,3,9,"набережная Реки Фонтанки, 76к2",Владимирская,500
145,66485972,4,177.0,5,8,"Орловская улица, 1к3",Чернышевская,1200
146,120287430,4,270.0,8,8,"Орловская улица, 1к3",Чернышевская,10000
147,1880000,1,14.0,2,5,"Кирочная улица, 8",Чернышевская,500
148,1880000,1,14.0,2,5,"Большая Пушкарская улица, 52",Петроградская,600
149,1920000,1,15.0,2,4,"Разъезжая улица, 43/1",Лиговский проспект,100
150,2090000,1,16.0,2,4,"Херсонская улица, 31",Площадь Александра Невского,900
151,2150000,1,16.0,2,5,"6-я Красноармейская улица, 14",Технологический институт,800
152,2210000,1,17.0,2,6,"улица Константина Заслонова, 21",Лиговский проспект,700
153,2250000,1,17.0,1,5,"Зверинская улица, 34",Спортивная,1100
154,2350000,1,18.0,2,4,"5-я Советская улица, 24/13",Площадь Восстания,1100
155,2620000,1,20.0,2,4,"улица Маркина, 2",Горьковская,800
156,2680000,1,20.0,2,5,"Фурштатская улица, 13",Чернышевская,800
157,2880000,1,23.0,15,25,"улица Цимбалина, 25",Ломоносовская,1800
158,3250000,1,24.0,15,24,"Парашютная улица, 38к1",Комендантский проспект,10000
159,3400000,1,31.0,1,5,"проспект Юрия Гагарина, 38К3",Звёздная,1500
160,3600000,1,31.0,2,5,"проспект Космонавтов, 30К1",Московская,1000
161,3700200,1,25.0,10,12,"Витебский проспект, 15ЕЖ",Парк Победы,1500
162,3800000,1,33.0,6,25,"улица Оптиков, 45к2",Беговая,2700
163,10990000,1,122.0,3,7,"Загородный проспект, 24",Владимирская,700
164,59500000,1,203.0,4,10,"Ждановская улица, 45",Чкаловская,1600
165,15429180,2,85.0,6,9,"Крапивный переулок, 4",Выборгская,200
166,4300000,1,42.0,12,26,"улица Михаила Дудина, 25к2",Парнас,600
167,4601380,1,30.0,14,14,"улица Парфеновская, 9к2",Фрунзенская,1000
168,4600000,1,39.0,13,16,"Стародеревенская улица, 21к1",Старая Деревня,1500
169,4650000,2,44.0,4,9,"улица Шотмана, 6К1",Улица Дыбенко,1400
170,4919846,1,46.0,2,17,"Кондратьевский проспект, 58",Лесная,10000
171,4949000,3,61.0,1,3,"улица Пилотов, 28К2",Московская,15000
172,4971916,1,48.0,2,16,"улица Маршала Тухачевского, 23",Площадь Ленина,15000
173,5317236,1,54.0,16,16,"улица Маршала Тухачевского, 23",Площадь Ленина,15000
174,5428689,1,55.0,13,16,"улица Маршала Тухачевского, 23",Площадь Ленина,15000
175,5530000,1,43.0,2,18,"улица Коллонтай, 2",Проспект Большевиков,1500
176,5500000,1,36.0,15,25,"проспект Народного ополчения, 10",Ленинский проспект,1100
177,6200000,3,60.0,9,9,"проспект Славы, 4",Проспект Славы,1800
178,6349575,3,82.0,3,24,"Усть-Славянка тер., улица Заводская",Рыбацкое,4000
179,6498547,2,61.0,16,17,"Московское шоссе, 13Б",Звёздная,5000
180,7090683,1,55.0,3,11,"Уральская улица, 6",Василеостровская,1300
181,22700000,4,160.0,1,8,"Ярославский проспект, 27",Удельная,1000
182,4130000,1,35.0,3,7,"Ленинский проспект, 56",Ленинский проспект,10000
183,7141500,1,53.0,4,14,"улица Жукова, 1",Площадь Ленина,15000
184,7194400,2,74.0,1,6,"дорога Таможенная, 11к1с1",Чёрная речка,30000
185,7392000,1,62.0,3,11,"24-я Васильевского острова линия, 29",Василеостровская,2000
186,7500000,1,53.0,7,10,"улица Черняховского, 25",Лиговский проспект,600
187,7507749,2,68.0,4,4,"Пулковское тер., улица Образцовая",Московская,20000
188,7666950,2,65.0,22,24,"бульвар Балтийский, 4",Ленинский проспект,10000
189,7994800,2,87.0,4,21,"Приморское шоссе, 352",Старая Деревня,30000
190,8700000,3,71.0,3,25,"улица Коллонтай, 5/1",Проспект Большевиков,1700
191,8899000,2,64.0,13,22,"проспект Просвещения, 33к1",Проспект Просвещения,900
192,8960200,1,63.0,5,8,"Ремесленная улица, 21",Чкаловская,2000
193,8966700,2,74.0,19,24,"бульвар Балтийский, 4",Ленинский проспект,10000
194,9056135,3,87.0,2,30,"проспект Просвещения, 43",Проспект Просвещения,10000
195,9572310,3,88.0,4,5,"улица Камероновская, 10с4",Московская,25000
196,9854951,2,56.0,3,13,"Дальневосточный проспект, 12к1",Проспект Большевиков,2000
197,10388700,2,67.0,16,25,"проспект Космонавтов, 102Б",Звёздная,1000
198,11151800,2,81.0,5,14,"улица Жукова, 1",Площадь Ленина,15000
199,11284700,2,66.0,2,8,"Приморский проспект, 52К3",Старая Деревня,1500
200,11894950,1,66.0,9,10,"Петровский проспект, 5",Чкаловская,1500
201,11900000,4,97.0,15,20,"проспект Энергетиков, 9",Ладожская,1600
202,12000000,3,105.0,3,5,"Разъезжая улица, 15",Владимирская,500
203,12210000,2,74.0,3,8,"улица Мира, 36",Горьковская,1000
204,12500000,4,120.0,4,4,"Вознесенский проспект, 21",Садовая,800
205,12500000,4,120.0,4,4,"Вознесенский проспект, 21",Садовая,800
206,61132000,4,197.0,10,11,"улица Грота, 1-3В",Петроградская,1500
207,45597000,3,138.0,7,9,"переулок Басков, 2",Чернышевская,1500
208,4850000,1,40.0,9,27,"улица Валерия Гаврилина, 3к2",Парнас,600
209,15626730,3,118.0,9,14,"улица Жукова, 3",Площадь Ленина,15000
210,15876000,2,87.0,6,9,"улица Рентгена, 19",Петроградская,5000
211,15976150,1,50.0,4,6,"Петровский проспект, 1",Чкаловская,1700
212,16282660,3,119.0,12,14,"улица Жукова, 3",Площадь Ленина,10000
213,17000000,1,70.0,7,10,"Корпусная улица, 9",Чкаловская,400
214,18300000,3,117.0,3,8,"Ярославский проспект, 27",Удельная,1000
215,23000000,4,149.0,4,5,"проспект Большой Петроградской стороны, 47",Петроградская,900
216,23795000,2,135.0,7,10,"Аптекарский проспект, 18",Петроградская,1500
217,25414560,3,100.0,10,10,"Пискаревский проспект, 1",Площадь Ленина,10000
218,39542202,4,143.0,6,9,"переулок Басков, 2",Чернышевская,1000
219,65239200,4,160.0,6,7,"Морской проспект, 29",Крестовский остров,500
220,44000000,3,113.0,3,6,"Смольная набережная, 12",Чернышевская,10000
221,11808800,2,102.0,1,4,"Захаржевская улица, 14",Московская,25000
222,115000000,6,848.0,1,4,"Галерная улица, 61",Василеостровская,2300
223,3985740,1,33.0,12,12,"Кубинская улица, 82к1",Московская,7000
224,4890000,1,39.0,4,4,"Московский проспект, 70К3",Фрунзенская,100
225,6580000,2,64.0,4,17,"проспект Маршала Блюхера, 9к1",Лесная,2800
226,8920000,1,52.0,10,14,"Смоленская улица, 14",Фрунзенская,500
227,11150000,2,58.0,13,14,"Смоленская улица, 14",Фрунзенская,500
228,4950000,1,43.0,12,17,"проспект Маршала Блюхера, 9к1",Лесная,2800
229,5480000,2,53.0,9,16,"проспект Металлистов, 117",Лесная,10000
230,14299000,1,103.0,4,21,"проспект Королева, 21а",Комендантский проспект,10000
231,5900000,2,51.0,4,5,"Новолитовская улица, 11К1",Лесная,1000
232,6500000,2,57.0,4,4,"улица Вячеслава Шишкова, 16",Купчино,15000
233,7800000,1,43.0,12,18,"Варшавская улица, 23к2",Парк Победы,1100
234,8600000,2,64.0,15,19,"улица Парфеновская, 9к1",Балтийская,1800
235,10100000,3,87.0,4,10,"улица Парфеновская, 9к1",Балтийская,1800
236,14000000,2,71.0,7,18,"27-я В.О. линия, 16",Горный институт,600
237,16900000,4,88.0,2,5,"набережная Мартынова, 12",Крестовский остров,400
238,16900000,3,88.0,2,5,"набережная Мартынова, 12",Крестовский остров,400
239,18950000,3,133.0,7,14,"Смоленская улица, 14",Фрунзенская,500
240,1600000,1,27.0,7,18,"Садовая улица, 4",Рыбацкое,10000
241,1713380,1,27.0,1,3,"улица Коммуны, 10",Ладожская,8000
242,1793330,1,19.0,5,9,"Славянка тер., улица Ростовская",Купчино,20000
243,1839830,1,20.0,4,9,"Славянка тер., улица Ростовская",Купчино,20000
244,5426659,1,40.0,18,23,"улица Дыбенко, 8к2",Улица Дыбенко,2000
245,1713380,1,27.0,1,3,"улица Коммуны, 10",Ладожская,8000
246,1793330,1,19.0,5,9,"Славянка тер., улица Ростовская",Купчино,20000
247,1839830,1,20.0,4,9,"Славянка тер., улица Ростовская",Купчино,20000
248,1887340,1,21.0,10,11,"проспект Старорусский, 13к1",Купчино,17000
249,1912920,1,22.0,2,11,"проспект Старорусский, 13к1",Купчино,17000
250,1930810,1,23.0,2,11,"проспект Старорусский, 13к1",Купчино,17000
251,1911600,1,36.0,1,3,"улица Коммуны, 10",Ладожская,7000
252,2036060,1,26.0,1,24,"Усть-Славянка тер., проспект Советский",Рыбацкое,10000
253,12000000,2,74.0,7,25,"Приморский проспект, 137к2",Чёрная речка,10000
254,8300000,2,54.0,10,17,"улица Адмирала Черокова, 20",Ленинский проспект,23000
255,2142320,1,22.0,9,9,"Славянка тер., улица Ростовская",Купчино,20000
256,2168260,1,24.0,4,11,"проспект Старорусский, 13к1",Купчино,17000
257,2192380,1,26.0,1,27,"Усть-Славянка тер., улица Славянская",Рыбацкое,10000
258,2167060,1,22.0,11,14,"Усть-Славянка тер., проспект Советский",Рыбацкое,10000
259,2189700,1,24.0,9,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
260,7700000,2,66.0,7,24,"Комендантский проспект, 53к3",Комендантский проспект,7000
261,6920000,1,110.0,1,4,"улица Всеволода Боброва, 33",Беговая,20000
262,17300000,2,116.0,2,5,"Нижне-Каменская улица, 7к1",Комендантский проспект,23000
263,2219400,1,25.0,18,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
