,price,rooms,area,floor,floors_total,adress,subway_station,distance to subway
522,3400000,1,40.0,7,10,"шоссе Красносельское, 52к2",Проспект Ветеранов,15000
523,3400000,1,42.0,5,12,"Караваевская улица, 32К1",Рыбацкое,800
524,3400000,1,24.0,10,18,"улица Салова, 61",Бухарестская,200
525,3486010,1,42.0,5,11,"проспект Старорусский, 13к1",Купчино,17000
526,33230000,3,149.0,9,13,"Ждановская улица, 45",Спортивная,10000
527,5960000,1,46.0,2,18,"улица Коллонтай, 2",Проспект Большевиков,1500
528,3400000,1,24.0,10,18,"улица Салова, 61",Бухарестская,200
529,3486010,1,42.0,5,11,"проспект Старорусский, 13к1",Купчино,17000
530,3490370,1,40.0,16,32,"Усть-Славянка тер., улица Заводская",Рыбацкое,15000
531,3469670,1,27.0,8,18,"улица Среднерогатская, 14к1",Звёздная,5000
532,3490000,1,33.0,25,26,"улица Федора Абрамова, 4",Парнас,200
533,34884860,4,165.0,5,7,"Смольный проспект, 17",Чернышевская,1000
534,9000000,3,93.0,20,22,"улица Ворошилова, 25к1",Проспект Большевиков,1500
535,3524020,1,24.0,16,18,"улица Салова, 61",Бухарестская,200
536,3526960,1,28.0,5,18,"улица Среднерогатская, 14к1",Звёздная,5000
537,3538990,1,38.0,11,32,"Усть-Славянка тер., улица Заводская",Рыбацкое,15000
538,3518780,1,26.0,1,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
539,3512720,1,23.0,2,23,"Пулковское шоссе, 14",Звёздная,1500
540,3512860,1,43.0,1,15,"Пулковское шоссе, 30",Московская,8000
541,3536000,1,28.0,2,24,"улица Среднерогатская, 16к5",Звёздная,1000
542,3549150,1,26.0,16,26,"Будапештская улица, 102",Купчино,1000
543,3507000,1,35.0,17,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
544,3512270,1,41.0,12,15,"Пулковское шоссе, 30",Московская,8000
545,12257000,2,78.0,10,14,"улица Жукова, 1",Площадь Ленина,10000
546,15199000,3,91.0,7,23,"Комендантский проспект, 58к1",Комендантский проспект,15000
547,3519070,1,35.0,1,15,"Пулковское шоссе, 30",Московская,8000
548,3536000,1,28.0,2,24,"улица Среднерогатская, 16к5",Звёздная,1000
549,3549150,1,26.0,16,26,"Будапештская улица, 102",Купчино,1000
550,3507000,1,35.0,17,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
551,3512270,1,41.0,12,15,"Пулковское шоссе, 30",Московская,8000
552,3500000,1,31.0,7,9,"проспект Науки, 30К1",Академическая,1500
553,3500000,1,26.0,1,4,"проспект Бакунина, 35",Площадь Александра Невского,1100
554,3500000,1,25.0,15,18,"улица Среднерогатская, 12к1",Звёздная,2000
555,16950000,5,159.0,4,5,"проспект Большой Петроградской стороны, 16",Спортивная,600
556,3550000,1,34.0,21,23,"улица Русановская, 16к3",Ломоносовская,15000
557,3597000,2,52.0,5,5,"улица Богайчука, 20",Рыбацкое,12000
558,3550000,1,26.0,9,16,"Пулковское шоссе, 14Д",Звёздная,1900
559,3590000,1,37.0,27,27,"Усть-Славянка тер., улица Славянская",Рыбацкое,2000
560,3550000,1,25.0,12,16,"Учительская улица, 19к3",Гражданский проспект,1500
561,3600000,1,27.0,7,24,"Парашютная улица, 42к2",Комендантский проспект,3000
562,3649980,1,29.0,7,17,"улица Среднерогатская, 20",Звёздная,1000
563,33667970,3,144.0,6,9,"переулок Басков, 2",Чернышевская,1500
564,4300000,1,44.0,2,5,"улица Ушинского, 20К2",Гражданский проспект,1500
565,3618240,1,38.0,17,19,"Комендантский проспект, 59к1",Комендантский проспект,10000
566,3646350,1,27.0,20,26,"Будапештская улица, 102",Купчино,1000
567,3625630,1,43.0,5,15,"Пулковское шоссе, 30",Московская,8000
568,3646590,1,45.0,1,15,"Пулковское шоссе, 30",Московская,8000
569,3600000,2,45.0,4,5,"проспект Маршала Блюхера, 38К2",Новочеркасская,20000
570,3600000,1,31.0,3,5,"Будапештская улица, 12",Международная,800
571,3600000,3,52.0,2,4,"улица Братьев Радченко, 15",Купчино,44000
572,3675820,2,54.0,2,9,"Славянка тер., улица Ростовская",Купчино,20000
573,3680720,1,33.0,2,18,"улица Среднерогатская, 16к4",Звёздная,5000
574,3663150,1,39.0,3,32,"Усть-Славянка тер., улица Заводская",Рыбацкое,15000
575,10607630,1,53.0,5,7,"20-я Васильевского острова линия, 19",Василеостровская,5000
576,9990000,3,79.0,13,16,"Северный проспект, 63К1",Академическая,1800
577,12069750,1,42.0,1,6,"Петровский проспект, 2с2",Спортивная,1000
578,3600000,1,31.0,3,5,"Будапештская улица, 12",Международная,800
579,3600000,3,52.0,2,4,"улица Братьев Радченко, 15",Купчино,44000
580,3675820,2,54.0,2,9,"Славянка тер., улица Ростовская",Купчино,20000
581,3680720,1,33.0,2,18,"улица Среднерогатская, 16к4",Звёздная,5000
582,3663150,1,39.0,3,32,"Усть-Славянка тер., улица Заводская",Рыбацкое,15000
583,3660800,1,28.0,2,26,"Будапештская улица, 102",Купчино,1000
584,3692000,1,26.0,5,19,"бульвар Головнина, 10",Приморская,10000
585,3689170,1,28.0,11,18,"улица Салова, 61",Бухарестская,200
586,3672660,1,44.0,2,15,"Пулковское шоссе, 30",Московская,8000
587,3692000,1,27.0,7,19,"бульвар Головнина, 10",Приморская,10000
588,8490000,1,77.0,4,23,"проспект Ударников, 33",Ладожская,5000
589,10900000,7,225.0,2,3,"Песочная улица, 3",Беговая,10000
590,3692000,1,27.0,7,19,"бульвар Головнина, 10",Приморская,10000
591,3690000,1,30.0,15,18,"улица Среднерогатская, 16к5",Звёздная,1000
592,3650000,1,37.0,2,10,"улица Черкасова, 2",Гражданский проспект,1500
593,3690000,1,36.0,3,16,"проспект Ветеранов, 114К3",Проспект Ветеранов,1000
594,3718920,1,34.0,8,18,"улица Среднерогатская, 16к4",Звёздная,5000
595,3747890,1,37.0,1,5,"Пулковское тер., улица Образцовая",Купчино,15000
596,3717310,1,28.0,1,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
597,3727660,1,27.0,5,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
598,3700070,1,33.0,21,25,"Усть-Славянка тер., проспект Советский",Рыбацкое,10000
599,3729600,1,33.0,19,21,"Полевая Сабировская улица, 45к1",Старая Деревня,2000
600,3742000,1,37.0,17,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
601,3746970,1,40.0,2,10,"улица Гагаринская, 77к1",Чёрная речка,30000
602,7090000,1,55.0,3,10,"Уральская улица, 6",Василеостровская,1600
603,37000000,3,128.0,9,13,"набережная Воскресенская, 4",Чернышевская,1500
604,5350000,1,34.0,14,17,"проспект Маршала Блюхера, 9к3",Выборгская,2000
605,3700070,1,33.0,21,25,"Усть-Славянка тер., проспект Советский",Рыбацкое,10000
606,3729600,1,33.0,19,21,"Полевая Сабировская улица, 45к1",Старая Деревня,2000
607,3742000,1,37.0,17,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
608,3746970,1,40.0,2,10,"улица Гагаринская, 77к1",Чёрная речка,30000
609,3706270,1,44.0,9,15,"Пулковское шоссе, 30",Московская,8000
610,3700000,1,36.0,12,23,"улица Русановская, 17к3",Ломоносовская,15000
611,3700000,1,27.0,18,25,"Камышовая улица, 38к1",Пионерская,10000
612,3700000,1,30.0,9,12,"аллея Поликарпова, 3к1",Пионерская,1500
613,3700000,1,31.0,2,9,"улица Тельмана, 40",Улица Дыбенко,2300
614,3700000,1,30.0,6,9,"Альпийский переулок, 45",Международная,3000
615,13300000,2,109.0,4,25,"Ланское шоссе, 14к1",Чёрная речка,1000
616,3755830,1,23.0,9,14,"Большой Сампсониевский проспект, 68Ж",Выборгская,2000
617,3770000,1,38.0,2,21,"Полевая Сабировская улица, 45к1",Старая Деревня,2000
618,3767370,1,45.0,24,24,"Усть-Славянка тер., улица Заводская",Рыбацкое,15000
619,4634210,1,40.0,3,19,"улица Дыбенко, 8к2",Улица Дыбенко,2000
620,3797000,1,38.0,4,18,"проспект Маршака, 4",Гражданский проспект,2400
621,3750000,1,27.0,14,25,"Полевая Сабировская улица, 47к2",Старая Деревня,1500
622,3790000,1,32.0,6,19,"Комендантский проспект, 55к1",Комендантский проспект,1000
623,3789000,1,31.0,3,5,"улица Ленсовета, 56",Звёздная,1000
624,3790000,1,24.0,11,17,"Туристская улица, 20к2",Беговая,1700
625,3777800,1,33.0,22,24,"Кондратьевский проспект, 68к4",Лесная,15000
626,3790000,1,32.0,5,12,"проспект Ветеранов, 169к1",Проспект Ветеранов,
627,3810000,1,25.0,5,11,"Лиговский проспект, 271",Обводный канал,1000
628,17259000,1,105.0,5,7,"Приморское шоссе, 424",Старая Деревня,15000
629,13739000,2,91.0,12,14,"улица Жукова, 1",Площадь Ленина,10000
630,3847290,1,30.0,14,18,"улица Салова, 61",Бухарестская,200
631,3800000,1,25.0,8,17,"проспект Ветеранов, 75к1",Проспект Ветеранов,1500
632,3800000,1,36.0,1,5,"улица Шателена, 2к2",Площадь Мужества,500
633,3800000,1,29.0,5,22,"Выборгское шоссе, 27к3",Проспект Просвещения,2000
634,3800000,1,35.0,9,24,"улица Николая Рубцова, 11к1",Парнас,1000
635,3800000,1,36.0,5,12,"улица Ушинского, 15К2",Гражданский проспект,500
636,3800000,1,27.0,5,14,"улица Дыбенко, 8к1",Улица Дыбенко,1500
637,3888210,1,26.0,5,11,"Лиговский проспект, 271",Обводный канал,1000
638,3899000,1,37.0,2,18,"улица Среднерогатская, 16к2",Звёздная,5000
639,3859410,1,34.0,14,18,"улица Среднерогатская, 16к2",Звёздная,5000
640,3871440,1,38.0,6,18,"улица Среднерогатская, 16к4",Звёздная,5000
641,3882820,1,29.0,4,5,"улица Катерников, 6к1",Проспект Ветеранов,15000
642,3893600,1,34.0,2,5,"Пулковское тер., улица Образцовая",Купчино,15000
643,24900000,6,231.0,4,5,"Звенигородская улица, 2/44",Звенигородская,100
644,8487000,2,60.0,17,25,"проспект Просвещения, 15",Проспект Просвещения,500
645,3882820,1,29.0,4,5,"улица Катерников, 6к1",Проспект Ветеранов,15000
646,3893600,1,34.0,2,5,"Пулковское тер., улица Образцовая",Купчино,15000
647,3859560,1,38.0,1,15,"Пулковское шоссе, 30",Московская,8000
648,3850000,2,42.0,1,5,"улица Верности, 28К3",Академическая,2100
649,3850000,2,48.0,2,9,"Загородная улица, 43к3",Рыбацкое,25000
650,3880000,1,33.0,8,10,"Планерная улица, 43К1",Комендантский проспект,2600
651,12500000,3,89.0,4,23,"Ленинский проспект, 74к3",Ленинский проспект,
652,18350000,3,97.0,3,7,"Гороховая улица, 3",Адмиралтейская,400
653,3850000,2,48.0,2,9,"Загородная улица, 43к3",Рыбацкое,25000
654,3880000,1,33.0,8,10,"Планерная улица, 43К1",Комендантский проспект,2600
655,3925730,1,35.0,18,18,"улица Среднерогатская, 16к4",Звёздная,5000
656,3933560,1,35.0,9,18,"улица Среднерогатская, 16к2",Звёздная,5000
657,3913960,1,29.0,3,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
658,3946740,1,37.0,7,18,"улица Среднерогатская, 16к4",Звёздная,5000
659,3947010,1,30.0,2,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
660,65000000,4,236.0,6,13,"Ждановская улица, 45",Спортивная,10000
661,4748181,1,27.0,9,10,"Социалистическая улица, 21",Лиговский проспект,500
662,3016180,1,24.0,3,4,"Захаржевская улица, 14",Московская,25000
663,3913960,1,29.0,3,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
664,3946740,1,37.0,7,18,"улица Среднерогатская, 16к4",Звёздная,5000
665,3947010,1,30.0,2,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
666,3938180,2,52.0,5,9,"Славянка тер., улица Ростовская",Купчино,20000
667,3900000,1,47.0,3,25,"Зеленогорская улица, 13",Пионерская,500
668,3924480,1,35.0,11,12,"Кубинская улица, 82к1",Московская,7000
669,3924480,1,35.0,11,12,"Кубинская улица, 82к1",Московская,7000
670,3935400,1,37.0,21,21,"Полевая Сабировская улица, 45к1",Старая Деревня,2000
671,3920000,1,39.0,4,21,"Сабировская улица, 45",Старая Деревня,2000
672,3900000,1,39.0,10,10,"Новобелицкая улица, 6к1",Проспект Ветеранов,15000
673,3900000,1,24.0,5,16,"проспект Энгельса, 132к1",Проспект Просвещения,1000
674,42982000,3,103.0,7,7,"Морской проспект, 29",Крестовский остров,1000
675,43590000,3,152.0,6,9,"переулок Басков, 2",Чернышевская,1500
676,4790000,2,38.0,18,18,"улица Среднерогатская, 12к1",Звёздная,1500
677,3924480,1,35.0,11,12,"Кубинская улица, 82к1",Московская,7000
678,3935400,1,37.0,21,21,"Полевая Сабировская улица, 45к1",Старая Деревня,2000
679,3920000,1,39.0,4,21,"Сабировская улица, 45",Старая Деревня,2000
680,3900000,1,39.0,10,10,"Новобелицкая улица, 6к1",Проспект Ветеранов,15000
681,3900000,1,24.0,5,16,"проспект Энгельса, 132к1",Проспект Просвещения,1000
682,3900000,1,32.0,2,5,"проспект Космонавтов, 13",Парк Победы,1500
683,3900000,1,32.0,1,16,"улица Вавиловых, 10к1",Академическая,1000
684,3900000,1,31.0,4,5,"Среднеохтинский проспект, 3К1",Новочеркасская,1500
685,3991190,1,33.0,8,19,"Комендантский проспект, 60к1",Комендантский проспект,10000
686,3970630,1,36.0,18,18,"улица Среднерогатская, 16к4",Звёздная,5000
687,3995940,1,39.0,13,18,"улица Среднерогатская, 16к4",Звёздная,5000
688,35000000,2,81.0,7,8,"Орловская улица, 1к2",Чернышевская,1500
689,26900000,3,180.0,14,14,"улица Жукова, 3",Площадь Ленина,10000
690,3950010,1,25.0,25,26,"Яхтенная улица, 28",Старая Деревня,10000
691,3950120,1,24.0,25,26,"Яхтенная улица, 28",Старая Деревня,10000
692,3950000,1,29.0,9,16,"проспект Маршала Блюхера, 9к1",Лесная,2000
693,3985740,1,33.0,12,12,"Кубинская улица, 82к1",Московская,7000
694,3951620,1,36.0,3,12,"Кубинская улица, 82к1",Московская,7000
695,3974000,1,40.0,17,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
696,3996000,1,31.0,11,16,"улица Репищева, 10к1",Комендантский проспект,2000
697,3950000,2,43.0,4,5,"бульвар Разведчика, 16к3",Автово,20000
698,10905810,3,97.0,2,11,"Кременчугская улица, 21к3",Площадь Восстания,500
699,4007580,1,34.0,2,19,"Комендантский проспект, 60к1",Комендантский проспект,10000
700,4028540,1,38.0,12,18,"улица Среднерогатская, 16к2",Звёздная,5000
701,4006840,1,36.0,3,18,"улица Среднерогатская, 16к2",Звёздная,5000
702,4000200,1,30.0,1,12,"Витебский проспект, 15ЕЖ",Парк Победы,1500
703,4040360,1,35.0,7,7,"набережная Реки Каменки, 11к2",Озерки,20000
704,4031000,2,35.0,10,12,"Кубинская улица, 82к1",Московская,7000
705,4000000,1,24.0,15,21,"улица Катерников, 7",Ленинский проспект,8000
706,4039200,1,34.0,4,4,"Пулковское тер., улица Образцовая",Купчино,20000
707,4000000,1,42.0,8,9,"Пискаревский проспект, 159к7",Гражданский проспект,15000
708,4000000,2,54.0,1,6,"улица Освобождения, 25к2",Проспект Ветеранов,20000
709,5283770,1,42.0,14,25,"Пулковская улица, 6к5",Звёздная,1000
710,4089000,2,45.0,1,5,"Благодатная улица, 15",Электросила,1500
711,4032000,1,39.0,3,16,"проспект Металлистов, 117",Площадь Ленина,10000
712,4000000,2,43.0,1,5,"Двинская улица, 4К3",Балтийская,10000
713,4086790,1,40.0,5,15,"Пулковское шоссе, 30",Московская,8000
714,4056000,1,30.0,6,16,"проспект Маршала Блюхера, 9к1",Лесная,2000
715,4065910,1,34.0,2,23,"Октябрьская набережная, 44к2",Улица Дыбенко,25000
716,4098570,1,41.0,30,32,"Усть-Славянка тер., улица Заводская",Рыбацкое,15000
717,4050210,1,28.0,8,12,"Витебский проспект, 15ЕЖ",Парк Победы,1500
718,4070400,1,34.0,16,19,"Комендантский проспект, 55к1",Комендантский проспект,10000
719,2450000,1,29.0,14,24,"Заречная улица, 17к2",Парнас,2000
720,4070400,1,34.0,16,19,"Комендантский проспект, 55к1",Комендантский проспект,10000
721,4097980,1,34.0,11,11,"Политехническая улица, 4А",Площадь Мужества,1500
722,4070000,1,36.0,2,14,"Брюсовская улица, 11К2",Лесная,15000
723,4090000,2,44.0,7,9,"Софийская улица, 31",Международная,2000
724,4080000,1,35.0,6,14,"улица Щербакова, 4/18",Удельная,10000
725,4050000,1,23.0,8,25,"Мебельная улица, 35к2",Беговая,1000
726,4050000,1,24.0,18,24,"Кондратьевский проспект, 64к9",Лесная,15000
727,4050000,1,39.0,9,26,"Заречная улица, 11к4",Парнас,1500
728,4133640,2,36.0,6,12,"Кубинская улица, 82к1",Московская,7000
729,4128250,2,57.0,4,9,"Славянка тер., улица Ростовская",Купчино,20000
730,6500000,2,57.0,5,5,"Оранжерейная улица, 51а",Звёздная,15000
731,33000000,3,127.0,2,6,"Московский проспект, 208",Московская,1100
732,4050000,1,39.0,9,26,"Заречная улица, 11к4",Парнас,1500
733,4133640,2,36.0,6,12,"Кубинская улица, 82к1",Московская,7000
734,4128250,2,57.0,4,9,"Славянка тер., улица Ростовская",Купчино,20000
735,4105820,2,58.0,3,9,"Славянка тер., улица Ростовская",Купчино,20000
736,4125490,1,32.0,7,7,"набережная Реки Каменки, 11к2",Озерки,20000
737,4100000,1,37.0,14,23,"проспект Народного ополчения, 149",Проспект Ветеранов,2000
738,4127190,1,25.0,3,5,"улица Камероновская, 10с1",Московская,25000
739,4133640,2,36.0,4,12,"Кубинская улица, 82к1",Московская,7000
740,4106200,1,42.0,1,10,"улица Гагаринская, 77к1",Чёрная речка,30000
741,2241990,1,26.0,2,11,"проспект Старорусский, 13к1",Купчино,17000
742,2219400,1,25.0,18,19,"Комендантский проспект, 57к1",Комендантский проспект,10000
743,2227500,1,25.0,18,19,"Комендантский проспект, 59к1",Комендантский проспект,10000
744,2249000,1,17.0,2,5,"Загородный проспект, 24",Владимирская,1000
745,2250320,1,25.0,4,11,"проспект Старорусский, 13к1",Купчино,17000
746,2324100,1,27.0,2,11,"проспект Старорусский, 13к1",Купчино,17000
747,5600000,1,50.0,23,23,"улица Русановская, 17к3",Ломоносовская,15000
748,38900000,5,188.0,5,6,"улица Рубинштейна, 15-17",Владимирская,600
749,4054420,1,32.0,3,17,"Большой Сампсониевский проспект, 77/7",Лесная,1500
750,4186560,1,43.0,1,10,"улица Гагаринская, 77к1",Чёрная речка,30000
751,4172700,1,40.0,7,21,"Полевая Сабировская улица, 45к1",Старая Деревня,2000
752,4177360,1,43.0,12,15,"Пулковское шоссе, 30",Московская,8000
753,4162760,2,36.0,3,12,"Кубинская улица, 82к1",Московская,7000
754,4178690,2,50.0,21,25,"Усть-Славянка тер., улица Славянская",Рыбацкое,10000
755,4190000,1,24.0,20,25,"Коломяжский проспект, 15к2",Пионерская,500
756,4191430,1,39.0,9,11,"Политехническая улица, 4А",Площадь Мужества,1500
757,4163760,2,53.0,9,9,"Славянка тер., улица Ростовская",Купчино,20000
758,4150000,3,55.0,4,5,"улица Освобождения, 28",Проспект Ветеранов,20000
759,4150000,1,42.0,5,17,"Ленинский проспект, 55к2",Ленинский проспект,
760,4150000,1,37.0,13,25,"Парашютная улица, 4",Комендантский проспект,10000
761,4150000,1,39.0,12,26,"Заречная улица, 45к1",Парнас,5000
762,4212740,1,39.0,4,12,"Кубинская улица, 82к1",Московская,7000
763,7875000,1,56.0,4,12,"Уральская улица, 6",Василеостровская,10000
764,11499000,3,148.0,34,35,"проспект Обуховской обороны, 138к2",Пролетарская,5000
765,7674470,3,86.0,1,4,"Пулковское тер., улица Образцовая",Купчино,20000
766,4181190,1,27.0,11,14,"Малая Митрофаньевская улица, 5к1",Фрунзенская,1000
767,4191430,1,39.0,9,11,"Политехническая улица, 4А",Площадь Мужества,1500
768,4163760,2,53.0,9,9,"Славянка тер., улица Ростовская",Купчино,20000
769,4150000,1,39.0,12,26,"Заречная улица, 45к1",Парнас,5000
770,4150000,3,55.0,4,5,"улица Освобождения, 28",Проспект Ветеранов,20000
771,4150000,1,42.0,5,17,"Ленинский проспект, 55к2",Ленинский проспект,
772,4150000,1,37.0,13,25,"Парашютная улица, 4",Комендантский проспект,10000
773,4246670,2,55.0,9,9,"Славянка тер., улица Ростовская",Купчино,20000
774,2688000,1,19.0,2,5,"улица Маяковского, 19/15",Маяковская,1000
775,4225770,1,35.0,11,11,"Политехническая улица, 4А",Площадь Мужества,1500
776,4200000,2,45.0,1,5,"Альпийский переулок, 19К1",Международная,7000
777,4200000,1,31.0,5,5,"Среднеохтинский проспект, 1К4",Новочеркасская,2600
778,4200000,3,61.0,9,9,"Стрельнинское шоссе, 6к2",Автово,50000
779,4200000,1,36.0,12,12,"проспект Наставников, 9К1",Проспект Большевиков,10000
780,4200000,2,46.0,9,9,"улица Стойкости, 2/11",Проспект Ветеранов,10000
781,4200000,1,38.0,2,26,"улица Федора Абрамова, 8",Парнас,700
782,4200000,1,37.0,12,25,"Парашютная улица, 61к3",Комендантский проспект,10000
783,4200000,1,40.0,2,26,"Заречная улица, 11к2",Парнас,1500
784,4254770,1,40.0,8,12,"Кубинская улица, 82к1",Московская,7000
785,4284740,1,38.0,1,14,"Белоостровская улица, 23",Лесная,1500
786,4293580,1,31.0,4,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
787,4294550,1,31.0,2,5,"улица Катерников, 6к1",Проспект Ветеранов,15000
788,4259990,1,32.0,1,5,"улица Катерников, 5к1",Проспект Ветеранов,15000
